5, 1000, 0,1, 0,95, 1000, 49,918, 0, 0,019618
5, 1000, 0,1, 0,95, 1000, 49,918, 0, 0,021989
5, 1000, 0,1, 0,95, 1000, 49,918, 0, 0,020149
5, 1000, 0,1, 0,95, 1000, 49,918, 0, 0,021345
5, 1000, 0,1, 0,95, 1000, 49,918, 0, 0,020809
5, 1000, 0,1, 0,95, 1000, 49,918, 0, 0,025687
5, 1000, 0,1, 0,95, 1000, 49,918, 0, 0,022482
5, 1000, 0,1, 0,95, 1000, 49,918, 0, 0,022981
5, 1000, 0,1, 0,95, 1000, 49,918, 0, 0,024008
5, 1000, 0,1, 0,95, 1000, 49,918, 0, 0,020508
10, 1000, 0,1, 0,95, 1000, 129,618, 0, 0,068356
10, 1000, 0,1, 0,95, 1000, 118,34, 0, 0,055136
10, 1000, 0,1, 0,95, 1000, 117,418, 0, 0,066254
10, 1000, 0,1, 0,95, 1000, 117,451, 0, 0,068942
10, 1000, 0,1, 0,95, 1000, 118,34, 0, 0,061023
10, 1000, 0,1, 0,95, 1000, 117,418, 0, 0,061844
10, 1000, 0,1, 0,95, 1000, 117,418, 0, 0,062696
10, 1000, 0,1, 0,95, 1000, 111,101, 0, 0,067646
10, 1000, 0,1, 0,95, 1000, 117,418, 0, 0,054186
10, 1000, 0,1, 0,95, 1000, 118,34, 0, 0,05182
20, 1000, 0,1, 0,95, 1000, 167,479, 0, 0,199883
20, 1000, 0,1, 0,95, 1000, 166,919, 0, 0,240086
20, 1000, 0,1, 0,95, 1000, 163,585, 0, 0,237821
20, 1000, 0,1, 0,95, 1000, 172,408, 0, 0,214814
20, 1000, 0,1, 0,95, 1000, 158,353, 0, 0,246722
20, 1000, 0,1, 0,95, 1000, 158,811, 0, 0,309114
20, 1000, 0,1, 0,95, 1000, 162,276, 0, 0,272351
20, 1000, 0,1, 0,95, 1000, 159,32, 0, 0,275629
20, 1000, 0,1, 0,95, 1000, 168,298, 0, 0,267458
20, 1000, 0,1, 0,95, 1000, 159,035, 0, 0,23819
30, 1000, 0,1, 0,95, 1000, 265,065, 0, 0,493535
30, 1000, 0,1, 0,95, 1000, 265,158, 0, 0,447238
30, 1000, 0,1, 0,95, 1000, 268,404, 0, 0,52175
30, 1000, 0,1, 0,95, 1000, 272,501, 0, 0,499026
30, 1000, 0,1, 0,95, 1000, 266,226, 0, 0,479315
30, 1000, 0,1, 0,95, 1000, 261,914, 0, 0,497483
30, 1000, 0,1, 0,95, 1000, 266,411, 0, 0,475598
30, 1000, 0,1, 0,95, 1000, 266,009, 0, 0,46807
30, 1000, 0,1, 0,95, 1000, 269,494, 0, 0,504576
30, 1000, 0,1, 0,95, 1000, 265,542, 0, 0,672926
40, 1000, 0,1, 0,95, 1000, 332,206, 0, 1,00346
40, 1000, 0,1, 0,95, 1000, 320,697, 0, 1,00156
40, 1000, 0,1, 0,95, 1000, 323,142, 0, 1,05677
40, 1000, 0,1, 0,95, 1000, 334,432, 0, 0,880593
40, 1000, 0,1, 0,95, 1000, 322,959, 0, 0,965056
40, 1000, 0,1, 0,95, 1000, 322,994, 0, 0,98674
40, 1000, 0,1, 0,95, 1000, 327,327, 0, 0,951628
40, 1000, 0,1, 0,95, 1000, 325,892, 0, 0,852634
40, 1000, 0,1, 0,95, 1000, 327,767, 0, 0,959128
40, 1000, 0,1, 0,95, 1000, 332,698, 0, 0,97243
50, 1000, 0,1, 0,95, 1000, 381,312, 0, 1,50093
50, 1000, 0,1, 0,95, 1000, 377,263, 0, 1,42666
50, 1000, 0,1, 0,95, 1000, 381,71, 0, 1,41345
50, 1000, 0,1, 0,95, 1000, 383,804, 0, 1,39682
50, 1000, 0,1, 0,95, 1000, 386,378, 0, 1,46424
50, 1000, 0,1, 0,95, 1000, 381,312, 0, 1,38013
50, 1000, 0,1, 0,95, 1000, 384,037, 0, 1,39582
50, 1000, 0,1, 0,95, 1000, 382,716, 0, 1,43458
50, 1000, 0,1, 0,95, 1000, 390,411, 0, 1,41025
50, 1000, 0,1, 0,95, 1000, 390,52, 0, 1,45588
60, 1000, 0,1, 0,95, 1000, 470,726, 0, 2,08786
60, 1000, 0,1, 0,95, 1000, 462,96, 0, 2,05823
60, 1000, 0,1, 0,95, 1000, 466,75, 0, 2,11155
60, 1000, 0,1, 0,95, 1000, 470,007, 0, 2,08569
60, 1000, 0,1, 0,95, 1000, 465,952, 0, 2,03098
60, 1000, 0,1, 0,95, 1000, 466,455, 0, 2,10501
60, 1000, 0,1, 0,95, 1000, 466,252, 0, 2,13018
60, 1000, 0,1, 0,95, 1000, 469,811, 0, 2,13673
60, 1000, 0,1, 0,95, 1000, 464,4, 0, 2,28669
