5, 1000, 0.1, 0.98, 1000, 49.918, 0, 0.034442, 455
5, 1000, 0.1, 0.98, 1000, 49.918, 0, 0.035411, 455
5, 1000, 0.1, 0.98, 1000, 49.918, 0, 0.035135, 455
5, 1000, 0.1, 0.98, 1000, 49.918, 0, 0.053442, 455
5, 1000, 0.1, 0.98, 1000, 49.918, 0, 0.051357, 455
5, 1000, 0.1, 0.98, 1000, 49.918, 0, 0.056715, 455
5, 1000, 0.1, 0.98, 1000, 49.918, 0, 0.050743, 455
5, 1000, 0.1, 0.98, 1000, 49.918, 0, 0.049243, 455
5, 1000, 0.1, 0.98, 1000, 49.918, 0, 0.056007, 455
5, 1000, 0.1, 0.98, 1000, 49.918, 0, 0.054269, 455
10, 1000, 0.1, 0.98, 1000, 111.101, 0, 0.154237, 455
10, 1000, 0.1, 0.98, 1000, 111.101, 0, 0.145635, 455
10, 1000, 0.1, 0.98, 1000, 111.101, 0, 0.224356, 455
10, 1000, 0.1, 0.98, 1000, 118.34, 0, 0.205301, 455
10, 1000, 0.1, 0.98, 1000, 117.451, 0, 0.144371, 455
10, 1000, 0.1, 0.98, 1000, 118.34, 0, 0.118773, 455
10, 1000, 0.1, 0.98, 1000, 118.34, 0, 0.097795, 455
10, 1000, 0.1, 0.98, 1000, 111.101, 0, 0.114795, 455
10, 1000, 0.1, 0.98, 1000, 118.34, 0, 0.138877, 455
10, 1000, 0.1, 0.98, 1000, 118.34, 0, 0.101547, 455
20, 1000, 0.1, 0.98, 1000, 166.74, 0, 0.374793, 455
20, 1000, 0.1, 0.98, 1000, 162.355, 0, 0.442612, 455
20, 1000, 0.1, 0.98, 1000, 160.751, 0, 0.383968, 455
20, 1000, 0.1, 0.98, 1000, 160.398, 0, 0.408722, 455
20, 1000, 0.1, 0.98, 1000, 167.422, 0, 0.366175, 455
20, 1000, 0.1, 0.98, 1000, 170.813, 0, 0.373656, 455
20, 1000, 0.1, 0.98, 1000, 164.057, 0, 0.379706, 455
20, 1000, 0.1, 0.98, 1000, 165.901, 0, 0.385766, 455
20, 1000, 0.1, 0.98, 1000, 162.276, 0, 0.371507, 455
20, 1000, 0.1, 0.98, 1000, 164.521, 0, 0.381535, 455
30, 1000, 0.1, 0.98, 1000, 269.514, 0, 0.888186, 455
30, 1000, 0.1, 0.98, 1000, 263.463, 0, 0.875034, 455
30, 1000, 0.1, 0.98, 1000, 266.247, 0, 0.854838, 455
30, 1000, 0.1, 0.98, 1000, 265.196, 0, 0.908954, 455
30, 1000, 0.1, 0.98, 1000, 268.547, 0, 0.877662, 455
30, 1000, 0.1, 0.98, 1000, 260.369, 0, 0.862424, 455
30, 1000, 0.1, 0.98, 1000, 277.615, 0, 0.895682, 455
30, 1000, 0.1, 0.98, 1000, 265.34, 0, 0.865767, 455
30, 1000, 0.1, 0.98, 1000, 274.329, 0, 0.86604, 455
30, 1000, 0.1, 0.98, 1000, 263.493, 0, 0.877153, 455
40, 1000, 0.1, 0.98, 1000, 322.949, 0, 1.72225, 455
40, 1000, 0.1, 0.98, 1000, 326.571, 0, 1.70943, 455
40, 1000, 0.1, 0.98, 1000, 324.594, 0, 1.79388, 455
40, 1000, 0.1, 0.98, 1000, 331.826, 0, 1.6985, 455
40, 1000, 0.1, 0.98, 1000, 332.453, 0, 1.75739, 455
40, 1000, 0.1, 0.98, 1000, 334.712, 0, 1.72411, 455
40, 1000, 0.1, 0.98, 1000, 325.956, 0, 1.67474, 455
40, 1000, 0.1, 0.98, 1000, 321.659, 0, 1.64742, 455
40, 1000, 0.1, 0.98, 1000, 322.927, 0, 1.71656, 455
40, 1000, 0.1, 0.98, 1000, 328.563, 0, 1.67968, 455
50, 1000, 0.1, 0.98, 1000, 385.247, 0, 2.85082, 455
